name_prefix,name,ra,declination,discoverydate,reporters,Discovery_ADS_bibcode,iau_name,runcat_id,iau_name,last_obs
AT,2025aha,132.997604,-6.660603,2025-01-27 06:14:59.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.365....1S,BGEM J085159.42-063938.1,41999132,BGEM J074015.64-173954.2,60360.198480372055
AT,2025ags,113.820004,-8.1978,2025-01-27 05:16:13.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2025TNSTR.368....1S,BGEM J073516.80-081152.0,29673621,BGEM J190948.14-572336.0,60325.160349533515
AT,2025agr,73.747046,-28.144917,2025-01-27 02:36:02.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2025TNSTR.368....1S,BGEM J045459.29-280841.6,30311126,BGEM J210252.26-472536.8,60328.06445459896
AT,2025agz,72.463269856,-29.7992981935,2025-01-27 02:24:20.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.365....1S,BGEM J044951.13-294757.4,28808588,BGEM J102448.14-311913.4,60322.214509206984
AT,2025agu,68.149738,-29.418797,2025-01-27 02:16:32.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.367....1G,BGEM J043235.93-292507.6,34206022,BGEM J215807.89-312347.9,60342.07203646928
AT,2025ahe,216.807856958,-25.324332866,2025-01-26 08:41:05.000,"J. A. Paice, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.366....1P,BGEM J142713.88-251927.9,30401715,BGEM J122403.33+075049.5,60328.07023119416
AT,2025afd,113.571538,-9.240075,2025-01-26 05:20:17.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J073417.16-091424.2,24260138,BGEM J193936.94-572610.8,60310.09637654987
AT,2025afc,101.436529,-18.484594,2025-01-26 04:25:41.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J064544.76-182904.5,31567803,BGEM J225517.22-375702.5,60331.33123710019
AT,2025afb,96.301679,-19.451567,2025-01-26 04:06:11.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J062512.40-192705.6,34259898,BGEM J234615.61-292059.5,60342.20419708548
AT,2025afa,59.077396,-37.390611,2025-01-26 01:43:14.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J035618.57-372326.2,41683935,BGEM J004757.20-421311.2,60359.267920534054
AT,2025aer,204.715975686,-2.687311195,2025-01-25 08:42:37.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.341....1S,BGEM J133851.84-024114.4,42150959,BGEM J034016.13-231036.2,60360.204646390805
AT,2025aka,193.184242,-33.321147,2025-01-25 06:50:37.000,"J. A. Paice, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.398....1P,BGEM J125244.21-331916.1,38390792,BGEM J032744.28-360435.6,60356.04443487534
AT,2025adq,197.811871,-34.092583,2025-01-25 06:45:25.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.341....1S,BGEM J131114.84-340533.3,26903286,BGEM J203716.84-342342.9,60319.086138433646
AT,2025afg,202.729216121,-30.4569251013,2025-01-25 06:38:31.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.353....1S,BGEM J133054.99-302724.8,45378119,BGEM J145123.75-244627.2,60374.27359564473
AT,2025aez,139.456021,-21.054133,2025-01-25 04:59:49.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J091749.44-210314.8,33537026,BGEM J020200.00+233042.6,60339.29944807816
AT,2025adm,169.814463321,12.8087064746,2025-01-25 04:14:52.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.342....1G,BGEM J111915.43+124830.8,39785233,BGEM J082238.24+041507.0,60357.21941872115
AT,2025adr,119.878321971,10.9580412521,2025-01-25 02:11:57.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.341....1S,BGEM J075930.78+105729.0,35012306,BGEM J020422.61+262928.0,60349.29641208087
AT,2025acm,133.253921,-8.338547,2025-01-24 06:44:55.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.329....1S,BGEM J085300.94-082018.7,32751802,BGEM J205730.38-172840.4,60336.22130473454
AT,2025acl,143.462912,20.996086,2025-01-24 05:15:33.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.329....1S,BGEM J093351.09+205945.9,31071144,BGEM J171645.24+111937.1,60330.23756467238
AT,2025aey,55.126179,-13.645442,2025-01-24 02:32:43.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.354....1G,BGEM J034030.28-133843.5,41903295,BGEM J132515.39-425833.7,60360.03886655066
AT,2025abw,62.890092,-46.408367,2025-01-24 01:58:57.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.330....1G,BGEM J041133.62-462430.1,30023257,BGEM J192111.43-611844.9,60326.15540653266
AT,2025abv,57.051754,-47.890233,2025-01-24 01:31:35.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.330....1G,BGEM J034812.42-475324.8,39454756,BGEM J004531.74-422646.8,60357.16231933782
AT,2025aae,179.109429,-3.202133,2025-01-23 08:45:25.000,"J. A. Paice, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.309....1P,BGEM J115626.26-031207.6,38469842,BGEM J032356.95-142703.3,60356.141802761646
AT,2025aan,173.222695578,-3.94641121676,2025-01-23 08:23:08.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.308....1T,BGEM J113253.43-035646.6,41007511,BGEM J053023.63-163419.5,60358.25143042835
AT,2025aaf,168.949780222,-16.1016259005,2025-01-23 06:23:39.000,"J. A. Paice, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.309....1P,BGEM J111547.96-160606.3,37032609,BGEM J052048.41+031536.6,60353.2461508743
AT,2025aap,95.471117,-44.010828,2025-01-23 03:59:26.000,"H. Parsler, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.307....1P,BGEM J062153.06-440038.9,42404978,BGEM J132458.03-294038.4,60360.25043063206
AT,2025aag,93.828092,-21.49145,2025-01-22 03:13:37.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.308....1T,BGEM J061518.74-212929.2,45247247,BGEM J044951.13-294757.4,60374.14199337267
AT,2025zj,62.034908,-61.468228,2025-01-22 01:39:43.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.300....1G,BGEM J040808.37-612805.6,33669210,BGEM J060457.87-614857.6,60339.35928333706
AT,2025apw,46.166667,-77.469914,2025-01-22 00:52:45.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.440....1F,BGEM J030440.00-772811.6,44394132,BGEM J054236.15-591855.0,60369.335396330294
AT,2025yv,170.452271,-5.643803,2025-01-21 05:48:01.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J112148.54-053837.6,29520514,BGEM J015423.50+044816.9,60325.09165762663
AT,2025yg,99.208313,-51.011764,2025-01-21 04:52:05.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J063649.99-510042.3,25528215,BGEM J145151.09-284817.1,60315.17624782334
AT,2025apu,100.70845,-51.918792,2025-01-21 04:52:05.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.440....1F,BGEM J064250.02-515507.6,45249192,BGEM J045459.29-280841.6,60374.143745156194
AT,2025apv,100.890896,-51.897467,2025-01-21 04:52:05.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.440....1F,BGEM J064333.81-515350.8,33216884,BGEM J001837.88-385957.2,60337.277735963246
AT,2025yf,79.778217,-58.424133,2025-01-21 03:30:48.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J051906.77-582526.8,36849132,BGEM J034836.11-465544.4,60353.11322074252
AT,2025aou,85.650629,-59.315303,2025-01-21 03:19:03.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.440....1F,BGEM J054236.15-591855.0,37665954,BGEM J005226.60-303117.6,60354.32460187335
AT,2025yh,87.534533,-58.995853,2025-01-21 03:19:03.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J055008.28-585945.0,30118984,BGEM J134709.59-302551.3,60327.144498598325
AT,2025ye,84.806004,-67.370117,2025-01-21 02:30:58.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J053913.44-672212.4,28810357,BGEM J103650.43-303752.3,60322.216385071
AT,2025yi,56.721088,-67.741206,2025-01-21 01:58:33.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.283....1G,BGEM J034653.06-674428.3,32180136,BGEM J232002.28-423250.6,60334.12178510797
SN,2025zi,54.7274798003,-26.3706173068,2025-01-21 01:02:37.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.300....1G,BGEM J033854.58-262214.6,33485559,BGEM J230510.94-433126.4,60339.27234802961
AT,2025aad,137.286544634,-13.07114005,2025-01-20 05:41:21.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.306....1S,BGEM J090908.75-130416.3,30652095,BGEM J025002.35-170253.1,60328.062567377325
AT,2025ahf,88.7246135489,-24.5685361298,2025-01-20 04:26:20.000,"J. A. Paice, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.366....1P,BGEM J055453.93-243407.2,31418036,BGEM J013351.59-301411.3,60331.13424562193
AT,2025abu,80.159392,-44.323189,2025-01-20 02:49:36.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.330....1G,BGEM J052038.25-441923.4,44813336,BGEM J041133.62-462430.1,60371.29081990689
AT,2025ayf,79.347737,-43.072081,2025-01-20 02:49:36.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.492....1F,BGEM J051723.45-430419.4,23408221,BGEM J142226.20-465825.1,60302.17842565545
AT,2025zz,51.977067,-53.372594,2025-01-20 01:42:15.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2025TNSTR.311....1S,BGEM J032754.49-532221.3,28636476,BGEM J184525.31-391008.0,60321.32334864046
AT,2025wh,49.000421,-57.660092,2025-01-20 01:31:21.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.266....1G,BGEM J031600.10-573936.3,39457560,BGEM J014007.00-695105.0,60357.16231933782
AT,2025axw,101.933008,-39.6061,2025-01-19 05:01:12.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.492....1F,BGEM J064743.92-393621.9,33534160,BGEM J230104.32-374558.6,60339.295719789545
AT,2025etu,163.413196,-58.026361,2025-01-10 04:55:31.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR1023....1G,BGEM J105339.16-580134.9,42895953,BGEM J140834.94-325900.6,60361.24255854777
AT,2025hm,192.357129,-6.148572,2025-01-09 07:16:18.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J124925.71-060854.8,25384962,BGEM J201359.80-363830.1,60315.158270135085
AT,2025hp,101.796646,-10.420567,2025-01-09 06:33:45.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J064711.19-102514.0,34435019,BGEM J005528.76-374653.6,60343.07125757144
AT,2025hq,101.092179,-10.272981,2025-01-09 06:33:45.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J064422.12-101622.7,30342427,BGEM J202317.14-383638.4,60328.06835544448
AT,2025hk,169.78985,12.485317,2025-01-09 05:42:03.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J111909.56+122907.1,42035865,BGEM J100623.43+032522.4,60360.18343482705
AT,2025ho,107.004596,-20.716667,2025-01-09 05:28:02.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J070801.10-204300.0,37964993,BGEM J064113.75-371658.2,60355.220387245514
AT,2025hn,110.099479,-30.506647,2025-01-09 00:50:47.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.118....1G,BGEM J072023.87-303023.9,43479100,BGEM J105339.16-580134.9,60366.33642333004
SN,2025fp,156.136842,-4.445311,2025-01-07 05:43:29.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..89....1G,BGEM J102432.84-042643.1,38713455,BGEM J070433.09-112317.3,60356.21711517067
AT,2025fo,159.175083,-25.865606,2025-01-06 06:10:49.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..89....1G,BGEM J103642.02-255156.1,34739647,BGEM J032925.27-334512.4,60345.07049927488
AT,2025cx,107.216712,-22.638444,2025-01-05 03:45:59.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..66....1T,BGEM J070852.01-223818.4,44394180,BGEM J055008.28-585945.0,60369.335396330294
AT,2025bt,212.145608,-32.983514,2025-01-03 08:09:09.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..46....1G,BGEM J140834.94-325900.6,37351716,BGEM J020221.85+060258.6,60354.25126368263
SN,2025bu,50.5389983159,-18.8734722301,2025-01-03 01:18:17.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..46....1G,BGEM J032209.37-185224.3,33545929,BGEM J042837.24-412831.3,60339.294770741515
AT,2025ly,73.2983217021,-5.63776193281,2025-01-02 03:36:46.000,"F. Stoppa, H. Tranin, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.192....1S,BGEM J045311.59-053815.7,30067624,BGEM J210649.47-474719.6,60326.34293915283
SN,2025cy,200.306083355,-43.6836311251,2025-01-01 07:46:35.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..66....1T,BGEM J132113.44-434101.1,44298979,BGEM J033854.58-262214.6,60369.26509176237
AT,2024agnn,168.65815,-6.975417,2024-12-31 06:42:03.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..89....1G,BGEM J111437.95-065831.4,29812089,BGEM J023849.59+024752.8,60326.08405274719
AT,2024agmg,49.852529,-28.397356,2024-12-30 01:31:05.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR..45....1T,BGEM J031924.60-282350.4,29586335,BGEM J124716.82-414121.2,60325.22384427775
AT,2024afzy,201.241821,-29.677339,2024-12-29 08:32:00.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5148....1F,BGEM J132458.03-294038.4,29972389,BGEM J004929.03-255928.6,60326.15152864763
AT,2024agwl,128.617433,-4.147089,2024-12-28 05:22:03.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR.556....1F,BGEM J083428.18-040849.5,25072970,BGEM J121216.29+080755.3,60314.18936766992
AT,2024afzx,52.463117,-32.506122,2024-12-28 03:37:46.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5148....1F,BGEM J032951.14-323022.0,27034319,BGEM J210816.05-435419.6,60319.244253331235
AT,2024afzu,55.0671823078,-23.1766565738,2024-12-26 03:48:18.000,"S. Faris, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5148....1F,BGEM J034016.13-231036.2,44090308,BGEM J051723.45-430419.4,60369.056153752834
AT,2024afhf,122.714208,-21.6392,2024-12-25 07:52:53.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2024TNSTR5103....1S,BGEM J081051.41-213821.1,40974662,BGEM J022058.34+270335.5,60358.24063313424
AT,2024aeuo,151.597642,3.422908,2024-12-24 05:59:48.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2024TNSTR5043....1S,BGEM J100623.43+032522.4,42504206,BGEM J111437.95-065831.4,60360.29230101334
AT,2024aevl,115.065167,-17.665083,2024-12-24 04:42:41.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2024TNSTR5043....1S,BGEM J074015.64-173954.2,27771980,BGEM J203258.59-570930.8,60320.14244790131
SN,2024aeun,106.12938109,18.6486398651,2024-12-24 04:35:29.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2024TNSTR5043....1S,BGEM J070431.06+183854.9,29972829,BGEM J005513.20-374144.2,60326.15152864763
AT,2024aeue,76.532646,-17.204206,2024-12-24 01:39:54.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2024TNSTR5043....1S,BGEM J050607.83-171215.1,31513252,BGEM J220916.24-471000.1,60331.138053430695
AT,2024aeql,201.314146,-42.976042,2024-12-23 08:20:36.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5026....1T,BGEM J132515.39-425833.7,40289039,BGEM J004900.89-255553.6,60357.31074894052
AT,2024afaz,12.3847,-26.537653,2024-12-22 01:49:13.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5088....1G,BGEM J004932.32-263215.5,18006204,BGEM J105635.35-460508.0,60281.101358669104
AT,2024aenu,11.988367,-42.219786,2024-12-22 01:37:00.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5013....1G,BGEM J004757.20-421311.2,12804449,BGEM J133555.52-315633.7,60231.16172358804
AT,2024agms,197.62905,-42.714261,2024-12-21 08:22:10.000,"S. Scaringi, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern",2025TNSTR..68....1S,BGEM J131030.97-424251.3,38756420,BGEM J012339.35-342931.1,60356.22408669266
AT,2024aent,8.993142,-11.011811,2024-12-21 01:08:23.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR5013....1G,BGEM J003558.35-110042.5,12922652,BGEM J184533.07-595455.5,60231.180048025126
AT,2024aifl,146.713354,-57.138436,2024-12-18 08:17:35.000,"P. Groot, H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2025TNSTR1023....1G,BGEM J094651.20-570818.3,39307128,BGEM J081959.70+210315.7,60356.35694154372
AT,2024aees,156.725996,-36.050156,2024-12-18 06:47:31.000,"H. Tranin, F. Stoppa, D. Pieterse, G. Ramsay, S. Faris, P. Groot, P. Vreeswijk, N. Blagorodnova, J. van Roestel, H. Wichern, S. Scaringi",2024TNSTR4951....1T,BGEM J102654.23-360300.5,23961208,BGEM J095244.99-104514.8,60310.07444082707
